Label,R_x0,R_y0,R_x1,R_y1,R_x2,R_y2,R_x3,R_y3,R_x4,R_y4,R_x5,R_y5,R_x6,R_y6,R_x7,R_y7,R_x8,R_y8,R_x9,R_y9,R_x10,R_y10,R_x11,R_y11,R_x12,R_y12,R_x13,R_y13,R_x14,R_y14,R_x15,R_y15,R_x16,R_y16,R_x17,R_y17,R_x18,R_y18,R_x19,R_y19,R_x20,R_y20,L_x0,L_y0,L_x1,L_y1,L_x2,L_y2,L_x3,L_y3,L_x4,L_y4,L_x5,L_y5,L_x6,L_y6,L_x7,L_y7,L_x8,L_y8,L_x9,L_y9,L_x10,L_y10,L_x11,L_y11,L_x12,L_y12,L_x13,L_y13,L_x14,L_y14,L_x15,L_y15,L_x16,L_y16,L_x17,L_y17,L_x18,L_y18,L_x19,L_y19,L_x20,L_y20
ShadowClone,0.0,0.0,0.07351154088973999,0.043922364711761475,0.13722485303878784,0.044514238834381104,0.18050965666770935,0.03962820768356323,0.21122238039970398,0.024132072925567627,0.1820845901966095,-0.06191509962081909,0.25306567549705505,-0.07090801000595093,0.29877570271492004,-0.07496947050094604,0.3343501389026642,-0.08393996953964233,0.16418349742889404,-0.08594071865081787,0.2540876269340515,-0.0698670744895935,0.30175843834877014,-0.054706037044525146,0.33773085474967957,-0.04802793264389038,0.13829156756401062,-0.09026414155960083,0.19121068716049194,0.002165555953979492,0.15497055649757385,0.040619850158691406,0.12422329187393188,0.04928356409072876,0.10864892601966858,-0.07101184129714966,0.15533694624900818,0.005093514919281006,0.13441142439842224,0.038518309593200684,0.11195406317710876,0.04273492097854614,0.0,0.0,-0.0690070390701294,-0.05525475740432739,-0.10418111085891724,-0.13120585680007935,-0.12990084290504456,-0.18590182065963745,-0.13161751627922058,-0.23053771257400513,-0.04225391149520874,-0.2541189193725586,-0.055803656578063965,-0.3527304530143738,-0.060066163539886475,-0.4172824025154114,-0.05999356508255005,-0.47349071502685547,-0.004912316799163818,-0.2431952953338623,-0.03577733039855957,-0.3528233766555786,-0.050121843814849854,-0.4267693758010864,-0.05879974365234375,-0.48790243268013,0.018256068229675293,-0.21157819032669067,-0.0777495801448822,-0.25055956840515137,-0.10896193981170654,-0.1814645528793335,-0.11272069811820984,-0.13520491123199463,0.022105515003204346,-0.1655758023262024,-0.06419557332992554,-0.19024866819381714,-0.08801305294036865,-0.14352840185165405,-0.08915624022483826,-0.10776650905609131
ShadowClone,0.0,0.0,0.07031245529651642,0.04623013734817505,0.13224880397319794,0.05184286832809448,0.17225120961666107,0.05008918046951294,0.19950468838214874,0.030375421047210693,0.18185894191265106,-0.05611652135848999,0.2503862828016281,-0.06700342893600464,0.2934732288122177,-0.07385993003845215,0.3263658732175827,-0.08715611696243286,0.1636926382780075,-0.08191901445388794,0.25187550485134125,-0.06385016441345215,0.2961938828229904,-0.04397982358932495,0.3295038193464279,-0.03420192003250122,0.13734246790409088,-0.08780539035797119,0.18776671588420868,0.004164993762969971,0.15262968838214874,0.040574848651885986,0.12356756627559662,0.04578852653503418,0.10714153945446014,-0.06889069080352783,0.15158338844776154,0.007002890110015869,0.13183815777301788,0.03995603322982788,0.11083374917507172,0.04227590560913086,0.0,0.0,-0.07068777084350586,-0.06156611442565918,-0.10474511981010437,-0.14055097103118896,-0.129362553358078,-0.19998234510421753,-0.13368242979049683,-0.24635714292526245,-0.03655165433883667,-0.25979185104370117,-0.049102067947387695,-0.3581368923187256,-0.05223047733306885,-0.42189258337020874,-0.05167204141616821,-0.47730571031570435,-0.001841902732849121,-0.2477359175682068,-0.03683292865753174,-0.35906100273132324,-0.05109357833862305,-0.43514692783355713,-0.05849370360374451,-0.4971581697463989,0.017873704433441162,-0.21525245904922485,-0.08021542429924011,-0.2567142844200134,-0.11343526840209961,-0.18887859582901,-0.11740773916244507,-0.14176976680755615,0.019311845302581787,-0.16929340362548828,-0.06548810005187988,-0.1992296576499939,-0.09021669626235962,-0.1532202959060669,-0.09211999177932739,-0.11641663312911987
ShadowClone,0.0,0.0,0.07268215715885162,0.041544973850250244,0.13626565039157867,0.04241621494293213,0.17845936119556427,0.041082799434661865,0.21327875554561615,0.02699822187423706,0.17726679146289825,-0.06548810005187988,0.24238987267017365,-0.0740048885345459,0.2829929441213608,-0.07926774024963379,0.31377340853214264,-0.09201538562774658,0.15916432440280914,-0.08744573593139648,0.24481229484081268,-0.07220155000686646,0.28828294575214386,-0.05538344383239746,0.3220946937799454,-0.0505412220954895,0.13333015143871307,-0.0908358097076416,0.18936125934123993,-0.0015919208526611328,0.15469588339328766,0.042197346687316895,0.126307412981987,0.05191987752914429,0.10413874685764313,-0.07157182693481445,0.15286312997341156,-0.000269472599029541,0.13297010958194733,0.037033140659332275,0.11132605373859406,0.04421401023864746,0.0,0.0,-0.07476115226745605,-0.06287658214569092,-0.10754662752151489,-0.14250916242599487,-0.12759807705879211,-0.1994626522064209,-0.13083386421203613,-0.24951797723770142,-0.039780378341674805,-0.2570333480834961,-0.05010718107223511,-0.35087358951568604,-0.05141425132751465,-0.4087681770324707,-0.04776322841644287,-0.4617918133735657,-0.006586849689483643,-0.24594295024871826,-0.03947484493255615,-0.3577892780303955,-0.055901944637298584,-0.43225693702697754,-0.065956711769104,-0.49472981691360474,0.014013350009918213,-0.21592700481414795,-0.08218684792518616,-0.25830769538879395,-0.11613988876342773,-0.1916877031326294,-0.12213075160980225,-0.14277946949005127,0.01602339744567871,-0.17129671573638916,-0.06694814562797546,-0.19966453313827515,-0.09403851628303528,-0.15342354774475098,-0.09891879558563232,-0.11498880386352539
ShadowClone,0.0,0.0,0.05847842991352081,0.02944272756576538,0.10878632962703705,0.03946107625961304,0.1415392905473709,0.03596949577331543,0.1344563215970993,0.0170707106590271,0.15826348960399628,-0.05926775932312012,0.20839907228946686,-0.05985134840011597,0.23939453065395355,-0.06653058528900146,0.26313452422618866,-0.07970279455184937,0.13439159095287323,-0.08957910537719727,0.19513659179210663,-0.07652384042739868,0.23486490547657013,-0.06474709510803223,0.26535598933696747,-0.06216853857040405,0.1001279205083847,-0.1032760739326477,0.13072411715984344,-0.03091752529144287,0.11384691298007965,0.007943809032440186,0.09623555839061737,0.01726597547531128,0.06336282193660736,-0.09610563516616821,0.08844234049320221,-0.027161002159118652,0.08012647926807404,0.006137251853942871,0.06798411905765533,0.009728074073791504,0.0,0.0,-0.0591980516910553,-0.08061665296554565,-0.07859984040260315,-0.16016995906829834,-0.09217792749404907,-0.21521753072738647,-0.09114760160446167,-0.26347994804382324,0.01044076681137085,-0.26560038328170776,0.003208637237548828,-0.3664003610610962,0.0005437731742858887,-0.440700888633728,0.0033458471298217773,-0.4971027970314026,0.03874337673187256,-0.24373126029968262,0.013950377702713013,-0.36664265394210815,0.001215428113937378,-0.45233452320098877,-0.003946632146835327,-0.516388326883316,0.04699626564979553,-0.20691519975662231,-0.05242738127708435,-0.2730604410171509,-0.0821090042591095,-0.22634929418563843,-0.08075225353240967,-0.18807834386825562,0.03291141986846924,-0.16131621599197388,-0.0584791898727417,-0.21216559410095215,-0.0850837230682373,-0.18385028839111328,-0.08667325973510742,-0.15639430284500122
ShadowClone,0.0,0.0,0.05592283606529236,0.02695232629776001,0.10410687327384949,0.035424232482910156,0.13419145345687866,0.03429442644119263,0.13242924213409424,0.019897043704986572,0.15231701731681824,-0.055528879165649414,0.20254340767860413,-0.051992714405059814,0.23584184050559998,-0.05121880769729614,0.26101669669151306,-0.05436551570892334,0.12820163369178772,-0.08649218082427979,0.18522429466247559,-0.07697689533233643,0.22169771790504456,-0.06190699338912964,0.2481672465801239,-0.05666065216064453,0.09405055642127991,-0.10169881582260132,0.12493866682052612,-0.04114651679992676,0.11256775259971619,0.0031991004943847656,0.09712043404579163,0.017681777477264404,0.056423962116241455,-0.09704536199569702,0.08086073398590088,-0.032862305641174316,0.07515454292297363,0.001499176025390625,0.06434829533100128,0.007523179054260254,0.0,0.0,-0.05988389253616333,-0.08830368518829346,-0.07753592729568481,-0.1673511266708374,-0.09009000658988953,-0.22221648693084717,-0.08727174997329712,-0.26723140478134155,0.023648560047149658,-0.258270800113678,0.02862951159477234,-0.3515593409538269,0.03286987543106079,-0.4201670289039612,0.04004424810409546,-0.4734152555465698,0.04680100083351135,-0.2368607521057129,0.021285414695739746,-0.36203813552856445,0.008549392223358154,-0.44943803548812866,0.0034911036491394043,-0.5147024393081665,0.049864113330841064,-0.20171988010406494,-0.04841241240501404,-0.27326536178588867,-0.08041146397590637,-0.22999757528305054,-0.08246684074401855,-0.19111615419387817,0.03171837329864502,-0.16066128015518188,-0.05810341238975525,-0.2099628448486328,-0.08601835370063782,-0.1848626732826233,-0.08977532386779785,-0.15872228145599365
ShadowClone,0.0,0.0,0.04921671748161316,0.026491284370422363,0.09217837452888489,0.03577077388763428,0.11929428577423096,0.03487282991409302,0.12487855553627014,0.01422029733657837,0.14524242281913757,-0.0598793625831604,0.19376930594444275,-0.07078981399536133,0.22346696257591248,-0.07795596122741699,0.24658367037773132,-0.08849817514419556,0.12228786945343018,-0.0894959568977356,0.17727097868919373,-0.07233023643493652,0.2108125388622284,-0.0515364408493042,0.23572614789009094,-0.04064631462097168,0.08889368176460266,-0.10347777605056763,0.11513110995292664,-0.034104883670806885,0.09904497861862183,0.006064116954803467,0.08248534798622131,0.01960974931716919,0.05105854570865631,-0.0983765721321106,0.0742829442024231,-0.03434830904006958,0.06884363293647766,0.0015565156936645508,0.058741405606269836,0.011653542518615723,0.0,0.0,-0.05712920427322388,-0.08879750967025757,-0.07011333107948303,-0.16801565885543823,-0.08215108513832092,-0.22643274068832397,-0.08620211482048035,-0.2729189395904541,0.0254422128200531,-0.2572527527809143,0.026123076677322388,-0.3559732437133789,0.02773246169090271,-0.4288686513900757,0.032066136598587036,-0.48428189754486084,0.0481257438659668,-0.23676598072052002,0.025237739086151123,-0.36132609844207764,0.014658808708190918,-0.44929033517837524,0.010684370994567871,-0.5124160051345825,0.05001181364059448,-0.20314723253250122,-0.05040201544761658,-0.27676159143447876,-0.08426910638809204,-0.22953283786773682,-0.0857720673084259,-0.18708586692810059,0.03191721439361572,-0.1626773476600647,-0.060238391160964966,-0.21116375923156738,-0.09068140387535095,-0.1825709342956543,-0.09564468264579773,-0.15266239643096924
ShadowClone,0.0,0.0,0.05132679641246796,0.031597137451171875,0.09603233635425568,0.04460859298706055,0.12361292541027069,0.042543113231658936,0.12289263308048248,0.021719813346862793,0.14512623846530914,-0.05316317081451416,0.1918526440858841,-0.06541973352432251,0.22031323611736298,-0.07532447576522827,0.24224750697612762,-0.08715081214904785,0.12277103960514069,-0.08285444974899292,0.17639778554439545,-0.06328809261322021,0.2073744386434555,-0.04255342483520508,0.23124437034130096,-0.03201448917388916,0.09075860679149628,-0.096843421459198,0.1175708919763565,-0.022774875164031982,0.09917022287845612,0.014491677284240723,0.08263890445232391,0.024839401245117188,0.05560390651226044,-0.0918729305267334,0.07797907292842865,-0.025626182556152344,0.06968419253826141,0.005754649639129639,0.05911026895046234,0.01152944564819336,0.0,0.0,-0.048372119665145874,-0.08219200372695923,-0.05910390615463257,-0.16251707077026367,-0.07110956311225891,-0.22184741497039795,-0.07517534494400024,-0.26491105556488037,0.03046596050262451,-0.25533217191696167,0.02796804904937744,-0.3527527451515198,0.029919922351837158,-0.42676669359207153,0.035040855407714844,-0.4812130928039551,0.055209726095199585,-0.23385095596313477,0.03532308340072632,-0.3553248643875122,0.028042078018188477,-0.4451531767845154,0.02534729242324829,-0.5064359307289124,0.05709424614906311,-0.1998167634010315,-0.042671799659729004,-0.27415579557418823,-0.07114800810813904,-0.2252470850944519,-0.0658537745475769,-0.18733268976211548,0.038606494665145874,-0.15965861082077026,-0.05765211582183838,-0.21561598777770996,-0.08062899112701416,-0.18031436204910278,-0.07709982991218567,-0.14822745323181152
ShadowClone,0.0,0.0,0.050176411867141724,0.030026733875274658,0.09162348508834839,0.04113119840621948,0.11764520406723022,0.039188921451568604,0.12023022770881653,0.019394993782043457,0.14438310265541077,-0.055055856704711914,0.18934056162834167,-0.06856769323348999,0.2171323001384735,-0.08045333623886108,0.2391507923603058,-0.0932079553604126,0.12249046564102173,-0.08476054668426514,0.17504212260246277,-0.06578487157821655,0.20768249034881592,-0.04292112588882446,0.23164120316505432,-0.02796417474746704,0.08974355459213257,-0.09858644008636475,0.11470562219619751,-0.031644225120544434,0.10367122292518616,0.006627857685089111,0.09124711155891418,0.0217859148979187,0.05227158963680267,-0.09298092126846313,0.07176905870437622,-0.029088854789733887,0.06842926144599915,0.0038866400718688965,0.06129211187362671,0.014145374298095703,0.0,0.0,-0.05549314618110657,-0.08786284923553467,-0.06917595863342285,-0.1670336127281189,-0.08268404006958008,-0.2292690873146057,-0.09407728910446167,-0.27563488483428955,0.022239506244659424,-0.25737959146499634,0.013907521963119507,-0.3572934865951538,0.015188932418823242,-0.43077605962753296,0.018912076950073242,-0.48489928245544434,0.04349333047866821,-0.23816251754760742,0.020661592483520508,-0.3630838394165039,0.01216965913772583,-0.4543383717536926,0.008367151021957397,-0.5136098861694336,0.04133325815200806,-0.20644605159759521,-0.05667519569396973,-0.28441131114959717,-0.08587270975112915,-0.2337009310722351,-0.08206948637962341,-0.19321370124816895,0.0210207998752594,-0.16830039024353027,-0.07283526659011841,-0.2240341305732727,-0.09544143080711365,-0.18636482954025269,-0.09221228957176208,-0.15340369939804077
ShadowClone,0.0,0.0,0.050485312938690186,0.030964672565460205,0.09350740909576416,0.041219234466552734,0.12063392996788025,0.03937000036239624,0.12513136863708496,0.02136451005935669,0.14631816744804382,-0.05198407173156738,0.19473972916603088,-0.059541404247283936,0.2278595268726349,-0.06464093923568726,0.25384196639060974,-0.07191997766494751,0.12451127171516418,-0.08121699094772339,0.1795019507408142,-0.05994993448257446,0.2130793333053589,-0.038212597370147705,0.2393873631954193,-0.026362836360931396,0.09221762418746948,-0.09400129318237305,0.11595860123634338,-0.016538798809051514,0.09736025333404541,0.0184553861618042,0.08085575699806213,0.026589810848236084,0.05557529628276825,-0.08724790811538696,0.07606789469718933,-0.015994787216186523,0.06786614656448364,0.015197336673736572,0.057974934577941895,0.019218027591705322,0.0,0.0,-0.051192909479141235,-0.08736646175384521,-0.06317222118377686,-0.16704434156417847,-0.07711747288703918,-0.22909551858901978,-0.09180325269699097,-0.26849842071533203,0.021119356155395508,-0.2512061595916748,0.01388770341873169,-0.35163164138793945,0.012383222579956055,-0.4289212226867676,0.01246294379234314,-0.48492056131362915,0.04166150093078613,-0.23122334480285645,0.025304287672042847,-0.35653483867645264,0.015250921249389648,-0.4473544955253601,0.008771240711212158,-0.5066912770271301,0.03927737474441528,-0.19954931735992432,-0.055710792541503906,-0.277823805809021,-0.08370479941368103,-0.22954803705215454,-0.0783715546131134,-0.1913967728614807,0.01931139826774597,-0.16161257028579712,-0.07261008024215698,-0.2188206911087036,-0.09377086162567139,-0.18199437856674194,-0.08926627039909363,-0.1498393416404724
ShadowClone,0.0,0.0,0.0521407425403595,0.031555771827697754,0.09667584300041199,0.04255366325378418,0.12402904033660889,0.04104703664779663,0.12359988689422607,0.02595055103302002,0.1476207673549652,-0.04918783903121948,0.1964402198791504,-0.05304628610610962,0.23206502199172974,-0.05427432060241699,0.2599007785320282,-0.05715364217758179,0.12551292777061462,-0.07976138591766357,0.18039774894714355,-0.05787503719329834,0.21287879347801208,-0.03475230932235718,0.23922047019004822,-0.023842155933380127,0.09320068359375,-0.09274041652679443,0.11753708124160767,-0.014787495136260986,0.0983252227306366,0.01708763837814331,0.08215773105621338,0.019901514053344727,0.05659282207489014,-0.08521878719329834,0.07655782997608185,-0.01350468397140503,0.0679100751876831,0.013194024562835693,0.05843710899353027,0.010794878005981445,0.0,0.0,-0.05064454674720764,-0.076174795627594,-0.06446170806884766,-0.1566879153251648,-0.07659438252449036,-0.22147035598754883,-0.09537804126739502,-0.25982552766799927,0.01828041672706604,-0.2470068335533142,0.011079072952270508,-0.3449831008911133,0.008859872817993164,-0.42220789194107056,0.00793495774269104,-0.4778255820274353,0.038119345903396606,-0.22672796249389648,0.02029666304588318,-0.34955281019210815,0.012386351823806763,-0.44114232063293457,0.006458938121795654,-0.49914413690567017,0.03371471166610718,-0.19562101364135742,-0.05881276726722717,-0.2745170593261719,-0.08736816048622131,-0.2263811230659485,-0.08360171318054199,-0.18591153621673584,0.012675851583480835,-0.16020280122756958,-0.07787957787513733,-0.21751457452774048,-0.09859198331832886,-0.17967063188552856,-0.09480464458465576,-0.14622098207473755
